Name,global_id,AdmArea,District,Location,lon,lat,Material
"Искусственная дорожная неровность по адресу улица Мерянка, дом 169, корпус 8",926244678,Северо-Восточный административный округ,район Северный,"улица Мерянка, дом 169, корпус 8",37.539048,55.931328,пластик
"Искусственная дорожная неровность по адресу Милютинский переулок, дом 7А - дом 12",933087853,Центральный административный округ,Красносельский район,"Милютинский переулок, дом 7А - дом 12",37.631908,55.762991,пластик
"Искусственная дорожная неровность по адресу улица Петровка, дом 23/10",933860472,Центральный административный округ,Тверской район,"улица Петровка, дом 23/10",37.615513,55.766095,пластик
"Искусственная дорожная неровность по адресу улица Юности, дом 6",1016063180,Зеленоградский административный округ,район Савёлки,"улица Юности, дом 6",37.22731,55.996887,пластик
"Искусственная дорожная неровность по адресу улица Александровка, корпус 1432",1016063183,Зеленоградский административный округ,район Крюково,"улица Александровка, корпус 1432",37.153832,55.990024,пластик
"Искусственная дорожная неровность по адресу улица Михайловка, корпус 1420",1016063189,Зеленоградский административный округ,район Крюково,"улица Михайловка, корпус 1420",37.145293,55.988133,пластик
"Искусственная дорожная неровность по адресу Проектируемый проезд 4914, корпус 225А",1016063190,Зеленоградский административный округ,район Матушкино,"Проектируемый проезд 4914, корпус 225А",37.203957,56.00181,пластик
"Искусственная дорожная неровность по адресу 1-я Останкинская улица , дом 37/39",1045590110,Северо-Восточный административный округ,район Марфино,"1-я Останкинская улица , дом 37/39",37.628039,55.823865,пластик
"Искусственная дорожная неровность по адресу Палехская улица, дом 11, корпус 2",1045590125,Северо-Восточный административный округ,Ярославский район,"Палехская улица, дом 11, корпус 2",37.697142,55.866539,пластик
"Искусственная дорожная неровность по адресу Суздальская улица, дом 8Б",1047297060,Восточный административный округ,район Новокосино,"Суздальская улица, дом 8Б",37.846471,55.73489,пластик
"Искусственная дорожная неровность по адресу Черноморский бульвар, дом 4, корпус 1",1047297070,Южный административный округ,Нагорный район,"Черноморский бульвар, дом 4, корпус 1",37.616679,55.645462,пластик
"Искусственная дорожная неровность 1 по адресу улица Кедрова, дом 7, корпус 1",1079261808,Юго-Западный административный округ,Академический район,"улица Кедрова, дом 7, корпус 1",37.567153,55.685418,пластик
"Искусственная дорожная неровность 1 по адресу улица Кедрова, дом 6, корпус 1",1079261809,Юго-Западный административный округ,Академический район,"улица Кедрова, дом 6, корпус 1",37.56684,55.685526,пластик
"Искусственная дорожная неровность по адресу Керченская улица, дом 2",1079261810,Юго-Западный административный округ,район Зюзино,"Керченская улица, дом 2",37.586715,55.659556,пластик
"Искусственная дорожная неровность по адресу Новочерёмушкинская улица, дом 1/14, корпус 3",1079261811,Юго-Западный административный округ,Академический район,"Новочерёмушкинская улица, дом 1/14, корпус 3",37.588673,55.690264,пластик
"Искусственная дорожная неровность по адресу улица Академика Волгина, дом 9, корпус 1",1079261812,Юго-Западный административный округ,район Коньково,"улица Академика Волгина, дом 9, корпус 1",37.519276,55.652647,пластик
"Искусственная дорожная неровность 1 по адресу улица Академика Волгина, дом 12, корпус 1",1079261813,Юго-Западный административный округ,район Коньково,"улица Академика Волгина, дом 12, корпус 1",37.506997,55.643381,пластик
"Искусственная дорожная неровность по адресу Черноморский бульвар, дом 6",1079261814,Южный административный округ,Нагорный район,"Черноморский бульвар, дом 6",37.614954,55.645455,пластик
"Искусственная дорожная неровность по адресу Фруктовая улица, дом 5, корпус 1",1079261815,Южный административный округ,Нагорный район,"Фруктовая улица, дом дом 5, корпус 1",37.615025,55.659671,пластик
"Искусственная дорожная неровность по адресу Чонгарский бульвар, дом 11",1079261816,Южный административный округ,Нагорный район,"Чонгарский бульвар, дом 11",37.61022,55.653108,пластик
"Искусственная дорожная неровность по адресу Ялтинская улица, дом 10",1079261817,Южный административный округ,Нагорный район,"Ялтинская улица, дом 10",37.610127,55.648473,пластик
"Искусственная дорожная неровность по адресу Ялтинская улица, дом 1, корпус 2",1079261818,Южный административный округ,Нагорный район,"Ялтинская улица, дом 1, корпус 2",37.610188,55.649534,пластик
"Искусственная дорожная неровность по адресу Амурская улица, дом 21",1079261819,Восточный административный округ,район Гольяново,"Амурская улица, дом 21",37.789727,55.813294,пластик
"Искусственная дорожная неровность по адресу Амурская улица, дом 34",1079261820,Восточный административный округ,район Гольяново,"Амурская улица, дом 34",37.778908,55.812774,пластик
"Искусственная дорожная неровность по адресу Хабаровская улица, дом 17/13",1079261821,Восточный административный округ,район Гольяново,"Хабаровская улица, дом 17/13",37.82493,55.824177,пластик
"Искусственная дорожная неровность по адресу Бульвар Матроса Железняка, дом 12",1079261823,Северный административный округ,район Коптево,"Бульвар Матроса Железняка, дом 12",37.525636,55.828939,пластик
"Искусственная дорожная неровность по адресу улица Героев Панфиловцев, дом 1/2",1079261826,Северо-Западный административный округ,район Северное Тушино,"улица Героев Панфиловцев, дом 1/2",37.439078,55.852105,пластик
"Искусственная дорожная неровность по адресу Столовый переулок, дом 6",1079261828,Центральный административный округ,Пресненский район,"Столовый переулок, дом 6",37.595505,55.75637,пластик
"Искусственная дорожная неровность на УДС 2-го Гончаровского переулка с привязкой к адресу улица Гончарова, дом 6",1079261829,Северо-Восточный административный округ,Бутырский район,"улица Гончарова, дом 6",37.589714,55.815373,пластик
"Искусственная дорожная неровность по адресу Библиотечная улица, дом 19 - дом 23",1079261830,Центральный административный округ,Таганский район,"Библиотечная улица, дом 19",37.674401,55.744604,пластик
"Искусственная дорожная неровность по адресу Бульвар Матроса Железняка, дом 9",1079261832,Северный административный округ,район Коптево,"Бульвар Матроса Железняка, дом 9",37.525169,55.829027,пластик
"Искусственная дорожная неровность по адресу Новоспасский переулок, дом 9",1083254819,Центральный административный округ,Таганский район,"Новоспасский переулок, дом 9",37.653101,55.733947,пластик
"Искусственная дорожная неровность по адресу Алтуфьевское шоссе, дом 91",1083254885,Северо-Восточный административный округ,район Лианозово,"Алтуфьевское шоссе, дом 91",37.586087,55.896318,пластик
"Искусственная дорожная неровность по адресу Новгородская улица, дом 24",1083254923,Северо-Восточный административный округ,район Лианозово,"Новгородская улица, дом 24",37.580043,55.90113,пластик
"Искусственная дорожная неровность по адресу 1-я Гражданская улица, дом 94",2387305129,Восточный административный округ,район Богородское,"1-я Гражданская улица, дом 94",37.708697,55.808253,пластик
"Искусственная дорожная неровность по адресу Погонный проезд, дом 27",2387305270,Восточный административный округ,район Богородское,2-й проезд Подбельского,37.716662,55.81898,пластик
"Искусственная дорожная неровность по адресу Косинская улица, дом 22",2387305271,Восточный административный округ,район Вешняки,"Косинская улица, дом 22",37.831701,55.717586,пластик
"Искусственная дорожная неровность по адресу 15-я Парковая улица, дом 31А",2387305272,Восточный административный округ,район Восточное Измайлово,"15-я Парковая улица, дом 31А",37.81882,55.800826,пластик
"Искусственная дорожная неровность по адресу 16-я Парковая улица, дом 6",2387305273,Восточный административный округ,район Восточное Измайлово,"16-я Парковая улица, дом 6",37.823881,55.798661,пластик
"Искусственная дорожная неровность по адресу Нижняя Первомайская улица, дом 25",2387305274,Восточный административный округ,район Восточное Измайлово,"Нижняя Первомайская улица, дом 25",37.800831,55.791078,пластик
"Искусственная дорожная неровность по адресу Нижняя Первомайская улица, дом 29",2387305275,Восточный административный округ,район Восточное Измайлово,"Нижняя Первомайская улица, дом 29",37.803201,55.79112,пластик
"Искусственная дорожная неровность по адресу Амурская улица, дом 1А, корпус 1",2387305276,Восточный административный округ,район Гольяново,"Амурская улица, дом 1А, корпус 2",37.759943,55.807692,пластик
"Искусственная дорожная неровность по адресу Сахалинская улица, дом 4",2387305277,Восточный административный округ,район Гольяново,"Сахалинская улица, дом 4",37.816696,55.826031,пластик
"Искусственная дорожная неровность по адресу Измайловский бульвар, дом 19",2387305278,Восточный административный округ,район Измайлово,"Измайловский бульвар, дом 19",37.790506,55.796962,пластик
Искусственная дорожная неровность по адресу Коренная улица,2387305279,Восточный административный округ,район Новогиреево,Коренная улица,37.777494,55.740319,пластик
"Искусственная дорожная неровность по адресу улица Перовская, дом 66, корпус 2",2387305280,Восточный административный округ,район Новогиреево,улица Новотетерки,37.798598,55.743049,пластик
"Искусственная дорожная неровность по адресу Саперный проезд, дом 2",2387305281,Восточный административный округ,район Новогиреево,"Саперный проезд, дом 2",37.821908,55.756955,пластик
"Искусственная дорожная неровность по адресу Открытое шоссе, дом 4, строение 1",2387305283,Восточный административный округ,район Богородское,"Открытое шоссе, дом 4, строение 1",37.729272,55.80948,пластик
"Искусственная дорожная неровность по адресу Открытое шоссе, дом 6А строение 2 (Проезд от Тюменской улицы до дома 15 по Большой Черкизовской улице)",2387305284,Восточный административный округ,район Преображенское,"Открытое шоссе, дом 6А строение 2",37.732518,55.808104,пластик
"Искусственная дорожная неровность по адресу улица Бориса Жигуленкова, дом 9, корпус 1",2387305285,Восточный административный округ,район Соколиная Гора,"улица Бориса Жигуленкова, дом 9, корпус 1",37.732262,55.774738,пластик
"Искусственная дорожная неровность по адресу улица Ибрагимова, дом 7/32",2387305287,Восточный административный округ,район Соколиная Гора,"улица Ибрагимова, дом 7/32",37.730713,55.782089,пластик
"Искусственная дорожная неровность по адресу 5-я Парковая улица, дом 39, корпус 2",2387305288,Восточный административный округ,район Измайлово,"5-я Парковая улица, дом 39, корпус 2",37.787853,55.801259,пластик
"Искусственная дорожная неровность по адресу Утренняя улица, дом 14, корпус 2",2387305417,Восточный административный округ,район Новогиреево,"Утренняя улица, дом 14, корпус 2",37.79464,55.747082,пластик
"Искусственная дорожная неровность по адресу Кирпичная улица, дом 12",2387305481,Восточный административный округ,район Соколиная Гора,"Кирпичная улица, дом 12",37.725174,55.777668,пластик
"Искусственная дорожная неровность по адресу Сиреневый бульвар, дом 4, строение 4",2387305499,Восточный административный округ,район Измайлово,"Искусственная дорожная неровность по адресу Сиреневый бульвар, дом 4, строение 4",37.764912,55.802384,пластик
"Искуственная дорожная неровность по адресу Лухмановская улица, дом 37",2606388500,Восточный административный округ,район Косино-Ухтомский,"Лухмановская улица, дом 37",37.910286,55.72419,пластик
"Искуственная дорожная неровность по адресу Зеленый проспект, дом 74А",2606388508,Восточный административный округ,район Новогиреево,"Зеленый проспект, дом 74А",37.829422,55.749761,пластик
"Искуственная дорожная неровность по адресу улица Новотетерки, дом 1, корпус 1",2606388510,Восточный административный округ,район Новогиреево,"улица Новотетерки, дом 1, корпус 1",37.798596,55.743044,пластик
"Искуственная дорожная неровность по адресу Саперный проезд, дом 2",2606388511,Восточный административный округ,район Новогиреево,"Саперный проезд, дом 2",37.821777,55.756969,пластик
"Искуственная дорожная неровность по адресу Утренняя улица, дом 14, корпус 2",2606388525,Восточный административный округ,район Новогиреево,"Утренняя улица, дом 14, корпус 2",37.79461,55.747094,пластик
"Искуственная дорожная неровность по адресу Салтыковская, дом 37, корпус 2",2606388540,Восточный административный округ,район Новокосино,"Салтыковская, дом 37, корпус 2",37.8777,55.741435,пластик
"Искуственная дорожная неровность по адресу Кирпичная улица, дом 12",2606388549,Восточный административный округ,район Соколиная Гора,"Кирпичная улица, дом 12",37.72515,55.777633,пластик
"Искуственная дорожная неровность по адресу Митинская улица, дом 21 (дублёр)",2606388550,Северо-Западный административный округ,район Митино,"Митинская улица, дом 21",37.365645,55.844057,пластик
"Искуственная дорожная неровность по адресу Митинская улица, дом 25 (дублёр)",2606388551,Северо-Западный административный округ,район Митино,"Митинская улица, дом 25",37.364005,55.844681,пластик
"Искуственная дорожная неровность по адресу 1-й Пенягинский проезд, дом 3",2606388552,Северо-Западный административный округ,район Митино,"1-й Пенягинский проезд, дом 3",37.351321,55.831868,пластик
"Искуственная дорожная неровность по адресу 11-я Парковая улица, дом 48",2606388553,Восточный административный округ,район Северное Измайлово,"11-я Парковая улица, дом 48",37.804966,55.806613,пластик
"Искуственная дорожная неровность по адресу улица Маршала Катукова, дом 4, корпус 1",2635460636,Северо-Западный административный округ,район Строгино,"улица Маршала Катукова, дом 4, корпус 1",37.400889,55.811339,пластик
"Искуственная дорожная неровность по адресу улица Маршала Катукова, дом 5",2635461309,Северо-Западный административный округ,район Строгино,"улица Маршала Катукова, дом 5",37.397027,55.812751,пластик
"Искуственная дорожная неровность 1 по адресу Таллинская улица, дом 2",2635461509,Северо-Западный административный округ,район Строгино,"Таллинская улица, дом 2",37.392205,55.799999,пластик
"Искуственная дорожная неровность 2 по адресу Таллинская улица, дом 2",2635461723,Северо-Западный административный округ,район Строгино,"Таллинская улица, дом 2",37.392098,55.800202,пластик
"Искуственная дорожная неровность по адресу улица Твардовского, дом 12, корпус 1",2635461957,Северо-Западный административный округ,район Строгино,"улица Твардовского, дом 12, корпус 1  ",37.399151,55.794608,пластик
"Искусственная дорожная неровность по адресу улица Добролюбова, дом 12/7кБ",2645623931,Северо-Восточный административный округ,Бутырский район,улица Добролюбова. дом 12/7кБ,37.594238,55.811317,пластик
"Искусственная дорожная неровность 1 по адресу Юрловский проезд, дом 25",2645623958,Северо-Восточный административный округ,район Отрадное,"Юрловский проезд, дом 25",37.614903,55.874009,пластик
"Искусственная дорожная неровность 2 по адресу Юрловский проезд, дом 25",2645623994,Северо-Восточный административный округ,район Отрадное,"Юрловский проезд, дом 25",37.614619,55.874179,пластик
"Искуственная дорожная неровность по адресу Верхняя Первомайская улица, дом 7",2645624012,Восточный административный округ,район Измайлово,"Верхняя Первомайская улица, дом 7",37.78029,55.799107,пластик
"Искусственная дорожная неровность по адресу Волоцкой переулок, дом 3",2645624017,Северо-Западный административный округ,район Митино,"Волоцкой переулок, дом 3",37.348214,55.833097,пластик
"Искусственная дорожная неровность по адресу Перекопская улица, дом 36",2694278576,Юго-Западный административный округ,район Черёмушки,"Перекопская улица, дом 36",37.564485,55.661117,пластик
"Искусственная дорожная неровность по адресу улица Перекопская улица, дом 27, корп. 1",2694278577,Юго-Западный административный округ,район Черёмушки,"улица Перекопская улица, дом 27, корп. 1",37.565058,55.660813,пластик
"Искусственная дорожная неровность по адресу Новочерёмушкинская улица, дом 61",2694278578,Юго-Западный административный округ,район Черёмушки,"Новочерёмушкинская улица, дом 61",37.565919,55.669093,пластик
"Искусственная дорожная неровность по адресу Новочерёмушкинская улица, дом 53А",2694278580,Юго-Западный административный округ,район Черёмушки,"Новочерёмушкинская улица, дом 53А",37.568763,55.671762,пластик
"Искусственная дорожная неровность по адресу Новочерёмушкинская улица, дом 48, строение 2",2694278582,Юго-Западный административный округ,район Черёмушки,"Новочерёмушкинская улица, дом 48, строение 2",37.567818,55.671617,пластик
"Искусственная дорожная неровность 2 по адресу Новочерёмушкинская улица, дом 50",2694278584,Юго-Западный административный округ,район Черёмушки,"Новочерёмушкинская улица, дом 50",37.565444,55.669439,пластик
"Искусственная дорожная неровность по адресу Новочерёмушкинская улица, дом 62, корпус 1",2694278585,Юго-Западный административный округ,район Черёмушки," Новочерёмушкинская улица, дом 62, корпус 1",37.561511,55.664563,пластик
"Искусственная дорожная неровность 1 по адресу улица Кедрова, дом 21",2694278586,Юго-Западный административный округ,Академический район," улица Кедрова, дом 21",37.576879,55.682148,пластик
"Искусственная дорожная неровность 2 по адресу улица Кедрова, дом 21",2694278587,Юго-Западный административный округ,Академический район," улица Кедрова, дом 21",37.576525,55.682267,пластик
"Искусственная дорожная неровность по адресу улица Кедрова, дом 13, корпус 1",2694278588,Юго-Западный административный округ,Академический район,"улица Кедрова, дом 13, корпус 1",37.571949,55.683789,пластик
"Искусственная дорожная неровность по адресу улица Кедрова, дом 9/5",2694278589,Юго-Западный административный округ,Академический район,"улица Кедрова, дом 9/5",37.571554,55.683921,пластик
"Искусственная дорожная неровность по адресу Перекопская улица, дом 32",2694278592,Юго-Западный административный округ,район Черёмушки,"Перекопская улица, дом 32",37.56808,55.661141,пластик
"Искусственная дорожная неровность по адресу Перекопская улица, дом 30",2694278593,Юго-Западный административный округ,район Черёмушки,"Перекопская улица, дом 30",37.569253,55.661187,пластик
"Искусственная дорожная неровность по адресу Перекопская улица, дом 28",2694278594,Юго-Западный административный округ,район Черёмушки,"Перекопская улица, дом 28",37.570668,55.661198,пластик
"Искусственная дорожная неровность по адресу Перекопская улица, дом 19",2694278595,Юго-Западный административный округ,район Черёмушки,"Перекопская улица, дом 19",37.571569,55.661069,пластик
"Искусственная неровность на УДС улицы Ефремова с привязкой к адресу 3-я Фрунзенская улица, дом 19",2694278597,Центральный административный округ,район Хамовники,"3-я Фрунзенская улица, дом 19",37.571115,55.723215,пластик
"Искусственная неровность по адресу улица Ефремова, дом 19, корпус 1",2694278598,Центральный административный округ,район Хамовники,"улица Ефремова, дом 19, корпус 1",37.570387,55.722882,пластик
"Искусственная дорожная неровность 1 по адресу улица 1-я Северная линия, дом 3",2694278599,Северо-Восточный административный округ,район Северный,"улица 1-я Северная линия, дом 3",37.555427,55.943793,пластик
"Искусственная дорожная неровность 2 по адресу улица 1-я Северная линия, дом 3",2694278600,Северо-Восточный административный округ,район Северный,"улица 1-я Северная линия, дом 3",37.555192,55.94373,пластик
"Искусственная дорожная неровность 1 по адресу улица 6-я Северная линия, дом 1",2694278601,Северо-Восточный административный округ,район Северный,"улица 6-я Северная линия, дом 1",37.55293,55.937785,пластик
"Искусственная дорожная неровность 2 по адресу улица 6-я Северная линия, дом 1",2694278602,Северо-Восточный административный округ,район Северный,"улица 6-я Северная линия, дом 1",37.552685,55.937936,пластик
"Искусственная дорожная неровность 1 по адресу улица 7-я Северная линия, дом 2",2694278603,Северо-Восточный административный округ,район Северный,"улица 7-я Северная линия, дом 2",37.550978,55.939605,пластик
"Искусственная дорожная неровность 2 по адресу улица 7-я Северная линия, дом 2",2694278604,Северо-Восточный административный округ,район Северный,"улица 7-я Северная линия, дом 2",37.550495,55.939267,пластик
"Искусственная дорожная неровность 1 по адресу 1-я Напрудная улица, дом 3",2694278605,Северо-Восточный административный округ,Лосиноостровский район,"1-я Напрудная улица, дом 3",37.68885,55.876874,пластик
"Искусственная дорожная неровность 2 по адресу 1-я Напрудная улица, дом 3",2694278606,Северо-Восточный административный округ,Лосиноостровский район,"1-я Напрудная улица, дом 3",37.689084,55.877066,пластик
"Искусственная дорожная неровность по адресу Стартовая улица, дом 17",2694278607,Северо-Восточный административный округ,Лосиноостровский район,"Стартовая улица, дом 17",37.696467,55.887203,асфальт
"Искусственная дорожная неровность 1 на УДС Анадырского проезда с привязкой к адресу Стартовая улица, дом 79",2694278608,Северо-Восточный административный округ,Лосиноостровский район,"Стартовая улица, дом 79",37.712355,55.883793,пластик
"Искусственная дорожная неровность 2 на УДС Анадырского проезда с привязкой к адресу Стартовая улица, дом 79",2694278609,Северо-Восточный административный округ,Лосиноостровский район,"Стартовая улица, дом 79",37.712998,55.883468,пластик
"Искусственная дорожная неровность 1 по адресу Шушенская улица, дом 5",2694278610,Северо-Восточный административный округ,Лосиноостровский район,"Шушенская улица, дом 5",37.684891,55.869646,пластик
"Искусственная дорожная неровность 2 по адресу Шушенская улица, дом 5",2694278611,Северо-Восточный административный округ,Лосиноостровский район,"Шушенская улица, дом 5",37.684497,55.869832,пластик
"Искусственная дорожная неровность 1 по адресу Таймырская улица, дом 3",2694278615,Северо-Восточный административный округ,Лосиноостровский район,"Таймырская улица, дом 3",37.698427,55.884687,пластик
"Искусственная дорожная неровность 2 по адресу Таймырская улица, дом 3",2694278616,Северо-Восточный административный округ,Лосиноостровский район,"Таймырская улица, дом 3",37.698925,55.884675,пластик
"Искусственная дорожная неровность 1 по адресу Таймырская улица, дом 6",2694278617,Северо-Восточный административный округ,Лосиноостровский район,"Таймырская улица, дом 6",37.705811,55.884526,пластик
"Искусственная дорожная неровность 2 по адресу Таймырская улица, дом 6",2694278618,Северо-Восточный административный округ,Лосиноостровский район,"Таймырская улица, дом 6",37.706247,55.884522,пластик
"Искусственная дорожная неровность по адресу Анадырский проезд, дом 5",2694278619,Северо-Восточный административный округ,Лосиноостровский район,"Анадырский проезд, дом 5",37.678713,55.859936,пластик
"Искусственная дорожная неровность по адресу улица Вешних Вод, дом 10, строение 3",2694278621,Северо-Восточный административный округ,Лосиноостровский район,"улица Вешних Вод, дом 10, строение 3",37.700512,55.861402,пластик
"Искусственная дорожная неровность по адресу Изумрудная улица, дом 24, корпус 1",2694278623,Северо-Восточный административный округ,Лосиноостровский район,"Изумрудная улица, дом 24, корпус 1",37.685135,55.872831,асфальт
"Искусственная дорожная неровность по адресу Изумрудная улица, дом 48, корпус 1",2694278624,Северо-Восточный административный округ,Лосиноостровский район,"Изумрудная улица, дом 48, корпус 1",37.693788,55.878644,пластик
"Искусственная дорожная неровность 1 по адресу улица Коминтерна, дом 46",2694278625,Северо-Восточный административный округ,Лосиноостровский район,"улица Коминтерна, дом 46",37.690585,55.871372,пластик
"Искусственная дорожная неровность 2 по адресу улица Коминтерна, дом 46",2694278626,Северо-Восточный административный округ,Лосиноостровский район,"улица Коминтерна, дом 46",37.690398,55.871237,пластик
"Искусственная дорожная неровность 1 по адресу улица Коминтерна, дом 22, корпус 1",2694278627,Северо-Восточный административный округ,Лосиноостровский район,"улица Коминтерна, дом 22, корпус 1",37.68252,55.86611,пластик
"Искусственная дорожная неровность 2 по адресу улица Коминтерна, дом 22, корпус 1",2694278628,Северо-Восточный административный округ,Лосиноостровский район,"улица Коминтерна, дом 22, корпус 1",37.682017,55.865775,пластик
"Искусственная дорожная неровность 1 по адресу улица Коминтерна, дом 3, корпус 1",2694278629,Северо-Восточный административный округ,Лосиноостровский район,"улица Коминтерна, дом 3, корпус 1",37.676567,55.862236,пластик
"Искусственная дорожная неровность 2 по адресу улица Коминтерна, дом 3, корпус 1",2694278630,Северо-Восточный административный округ,Лосиноостровский район,"улица Коминтерна, дом 3, корпус 1",37.676223,55.862021,пластик
"Искусственная дорожная неровность по адресу улица Летчика Бабушкина, дом 22",2694278631,Северо-Восточный административный округ,Лосиноостровский район,"улица Летчика Бабушкина, дом 22",37.67508,55.865852,пластик
"Искусственная дорожная неровность по адресу улица Летчика Бабушкина, дом 24",2694278632,Северо-Восточный административный округ,Лосиноостровский район,"улица Летчика Бабушкина, дом 24",37.675106,55.866139,пластик
Искусственная дорожная неровность 1 по адресу Осташковская улица (в районе Осташковского моста),2694278633,Северо-Восточный административный округ,Лосиноостровский район,Осташковская улица (в районе Осташковского моста),37.675114,55.883963,пластик
Искусственная дорожная неровность 2 по адресу Осташковская улица (в районе Осташковского моста),2694278634,Северо-Восточный административный округ,Лосиноостровский район,Осташковская улица (в районе Осташковского моста),37.675053,55.884249,пластик
"Искусственная дорожная неровность 1 по адресу Янтарный проезд, дом 15",2694278635,Северо-Восточный административный округ,Лосиноостровский район,"Янтарный проезд, дом 15",37.683578,55.868957,пластик
"Искусственная дорожная неровность 2 по адресу Янтарный проезд, дом 15",2694278636,Северо-Восточный административный округ,Лосиноостровский район,"Янтарный проезд, дом 15",37.683847,55.86912,пластик
"Искусственная дорожная неровность 2 по адресу улица Академика Волгина, дом 12, корпус 1",2694278669,Юго-Западный административный округ,район Черёмушки,"улица Академика Волгина, дом 12, корпус 1",37.566744,55.662615,пластик
"Искусственная дорожная неровность по адресу Новочерёмушкинская улица, дом 57",2694278684,Юго-Западный административный округ,район Черёмушки,"Новочерёмушкинская улица, дом 57",37.566384,55.66955,пластик
"Искусственная дорожная неровность по адресу Новочерёмушкинская улица, дом 42А",2694278688,Юго-Западный административный округ,район Черёмушки,"Новочерёмушкинская улица, дом 42А",37.569179,55.672917,пластик
"Искусственная дорожная неровность 1 по адресу Новочерёмушкинская улица, дом 50",2694278694,Юго-Западный административный округ,район Черёмушки,"Новочерёмушкинская улица, дом 50",37.566554,55.670431,пластик
"Искусственная дорожная неровность 2 по адресу улица Кедрова, дом 7, корпус 1",2694278701,Юго-Западный административный округ,Академический район,"улица Кедрова, дом 7, корпус 1",37.567367,55.685376,пластик
