ID,global_id,Name,ShortName,AdmArea,District,Address,Owner,TestDate,lon,lat
96,4539520,Многофункциональный автомобильный заправочный комплекс «Медведково» «Петрол Комплекс Эквипмент Кампани»,МАЗК «Медведково» «Петрол Комплекс Эквипмент Кампани»,Северо-Восточный административный округ,район Бибирево,"87-й километр Московской Кольцевой Автодороги, владение 14",ЗАО «Петрол Комплекс Эквипмент Кампани»,05.03.2014,37.631543392,55.898484041
97,4539521,Многофункциональный автомобильный заправочный комплекс «Гольяново» «Петрол Комплекс Эквипмент Кампани»,МАЗК «Гольяново» «Петрол Комплекс Эквипмент Кампани»,Восточный административный округ,район Гольяново,"102-й километр Московской Кольцевой Автодороги, владение 20",ЗАО «Петрол Комплекс Эквипмент Кампани»,05.03.2014,37.833560979,55.825223835
99,4539522,Многофункциональный автомобильный заправочный комплекс «Саяны» «Петрол Комплекс Эквипмент Кампани»,МАЗК «Саяны» «Петрол Комплекс Эквипмент Кампани»,Северо-Восточный административный округ,Ярославский район,"Ярославское шоссе, владение 116",ЗАО «Петрол Комплекс Эквипмент Кампани»,05.03.2014,37.708603064,55.867754719
100,4539523,Автомобильная заправочная станция № 261 «Татнефть-АЗС-Запад»,АЗС № 261 «Татнефть-АЗС-Запад»,Центральный административный округ,район Замоскворечье,"Жуков проезд, владение 15А",ООО «Татнефть-АЗС-Запад»,06.03.2014,37.638492032,55.723309394
108,4539524,Автомобильная заправочная станция № 85 «Татнефть-АЗС-Запад»,АЗС № 85 «Татнефть-АЗС-Запад»,Восточный административный округ,район Новокосино,4-й километр Московской Кольцевой Автодороги,ООО «Татнефть-АЗС-Запад»,12.03.2014,37.842568648,55.744847476
116,4539525,Автомобильная заправочная станция № 1 «Аванти МТА»,АЗС № 1 «Аванти МТА»,Северо-Западный административный округ,район Щукино,"улица Берзарина, дом 26, корпус 1",ООО «Аванти МТА»,18.03.2014,37.476602651,55.788891757
122,4539526,Автомобильная заправочная станция № 7 «Транссервис-А.С.»,АЗС № 7 «Транссервис-А.С.»,Центральный административный округ,Таганский район,"Волгоградский проспект, владение 1",ООО «Транссервис-А.С.»,15.04.2014,37.670913532,55.73191366
123,4539527,"Автомобильная заправочная станция «Транссервис-А.С.» на Пролетарском проспекте, владение 30А","АЗС «Транссервис-А.С.» на Пролетарском проспекте, владение 30А",Южный административный округ,район Царицыно,"Пролетарский проспект, владение 30А",ООО «Транссервис-А.С.»,17.04.2014,37.660218958,55.630860476
124,4539528,"Автомобильная заправочная станция «Вектор» на Пятницком шоссе, дом 2","АЗС «Вектор» на Пятницком шоссе, дом 2",Северо-Западный административный округ,район Митино,"Пятницкое шоссе, дом 2",ООО «Вектор»,22.04.2014,37.389070188,55.835072159
125,4539529,"Автомобильная заправочная станция «Фортекс» на Алтуфьевском шоссе, дом 77Б","АЗС «Фортекс» на Алтуфьевском шоссе, дом 77Б",Северо-Восточный административный округ,Алтуфьевский район,"Алтуфьевское шоссе, дом 77Б",ООО «Фортекс»,24.04.2014,37.585916559,55.877133103
130,4539530,"Автомобильная заправочная станция «Академическая» на проспекте 60-ти летия Октября, владение 8, строение 1","АЗС «Академическая» на проспекте 60-ти летия Октября, владение 8, строение 1",Юго-Западный административный округ,Академический район,"проспект 60-ти летия Октября, владение 8, строение 1",ОАО «РН-Столица»,19.06.2014,37.577528309,55.698053356
135,4539531,"Автомобильная заправочная станция «Приоритет - World» на Южнопортовой улице, дом 19Б","АЗС «Приоритет - World» на Южнопортовой улице, дом 19Б",Юго-Восточный административный округ,район Печатники,"Южнопортовая улица, дом 19Б",ЗАО коммерческо-холдинговая компания «Приоритет - World»,14.08.2014,37.703003158,55.706519154
138,4539532,"Автомобильная заправочная станция ПКП «КАРТЕКС» на улице Садовники, дом 11А, строение 1","АЗС ПКП «КАРТЕКС» на улице Садовники, дом 11А, строение 1",Южный административный округ,район Нагатино-Садовники,"улица Садовники, дом 11А, строение 1",ООО ПКП «КАРТЕКС»,21.08.2014,37.656459282,55.674143414
142,4539533,"Автомобильная заправочная станция «Нефтьмагистраль» на Южнопортовой улице, дом 38Б","АЗС «Нефтьмагистраль» на Южнопортовой улице, дом 38Б",Юго-Восточный административный округ,район Печатники,"Южнопортовая улица, дом 38Б",ООО «ТД Нефтьмагистраль»,30.09.2014,37.709285579,55.6980398
8,4539534,"Автомобильная заправочная станция «Авто-Сервис» на 3-й Парковой улице, дом 55","АЗС «Авто-Сервис» на 3-й Парковой улице, дом 55",Восточный административный округ,район Северное Измайлово,"3-я Парковая улица, дом 55",ООО «Авто-Сервис»,19.03.2013,37.780994024,55.805000812
13,4539535,Автомобильный заправочный комплекс № 2 «РН-Москва»,АЗК № 2 «РН-Москва»,Северо-Восточный административный округ,Алтуфьевский район,"Алтуфьевское шоссе, владение 19",ОАО «РН-Москва»,04.04.2013,37.580619249,55.855706864
18,4539536,Автомобильная заправочная станция № 544 «Лукойл-Центрнефтепродукт»,АЗС № 544 «Лукойл-Центрнефтепродукт»,Северный административный округ,район Сокол,"улица Зорге, дом 23, сооружение 1",ООО «Лукойл-Центрнефтепродукт»,10.04.2013,37.50411126,55.794532282
24,4539537,Автомобильный заправочный комплекс № 76 «РН-Москва»,АЗК № 76 «РН-Москва»,Юго-Восточный административный округ,район Люблино,11-й километр Московской Кольцевой Автодороги,ОАО «РН-Москва»,23.04.2013,37.829033361,55.689510059
28,4539538,Автомобильная заправочная станция № 104 «Газпромнефть-Центр»,АЗС № 104 «Газпромнефть-Центр»,Юго-Западный административный округ,Академический район,"улица Дмитрия Ульянова, дом 9А",ООО «Газпромнефть-Центр»,29.04.2013,37.56620694,55.690804673
30,4539539,Автомобильный заправочный комплекс № 7 «Валар»,АЗК № 7 «Валар»,Юго-Западный административный округ,район Котловка,"Нахимовский проспект, дом 10, строение 1",ООО «Валар»,14.05.2013,37.597693799,55.666266608
37,4539540,Автомобильный заправочный комплекс № 6 «Валар»,АЗК № 6 «Валар»,Восточный административный округ,район Соколиная Гора,"улица Уткина, дом 45Б",ООО «Валар»,21.05.2013,37.745069237,55.761199855
40,4539541,Автомобильная заправочная станция «Буран-Петрол» на 58-м километре Калужского шоссе,АЗС «Буран-Петрол» на 58-м километре Калужского шоссе,Троицкий административный округ,поселение Вороновское,58-й километр Калужского шоссе,ООО «Буран-Петрол»,26.03.2021,37.165233582,55.328611205
41,4539542,"Автомобильная заправочная станция «Кузин А.А.» на Симферопольском шоссе, владение 1, строение 1","АЗС «Кузин А.А.» на Симферопольском шоссе, владение 1, строение 1",Новомосковский административный округ,поселение Щербинка,"Симферопольское шоссе, владение 1, строение 1",ИП Кузин А.А.,28.05.2013,37.739721028,55.802967736
43,4539543,"Автомобильная заправочная станция «Альфа-Петрол» на улице Генерала Белобородова, строение 40","АЗС «Альфа-Петрол» на улице Генерала Белобородова, строение 40",Северо-Западный административный округ,район Митино,"улица Генерала Белобородова, строение 40",ООО «Альфа-Петрол»,11.06.2013,37.353288254,55.826171414
48,4539544,Автомобильная заправочная станция «Бондаренко А.В.» на 34-м километре Киевского шоссе,АЗС «Бондаренко А.В.» на 34-м километре Киевского шоссе,Новомосковский административный округ,поселение Московский,34-й километр Киевского шоссе,ИП Бондаренко А.В.,12.07.2013,37.237668087,55.579029895
51,4539545,"Автомобильная заправочная станция «САГАН» на Симферопольском шоссе, владение 16А","АЗС «САГАН» на Симферопольском шоссе, владение 16А",Новомосковский административный округ,поселение Щербинка,"Симферопольское шоссе, владение 16А",ООО «САГАН»,08.08.2013,37.558711882,55.501879196
60,4539546,"Автомобильная заправочная станция «Нефтепродуктсервис» на Осташковской улице, владение 18А","АЗС «Нефтепродуктсервис» на Осташковской улице, владение 18А",Северо-Восточный административный округ,район Северное Медведково,"Осташковская улица, владение 18А",ООО «Нефтепродуктсервис»,02.09.2013,37.677140127,55.88549535
64,4539547,Автомобильная заправочная станция «АЗС-Регион» в деревне Троицкое,АЗС «АЗС-Регион» в деревне Троицкое,Троицкий административный округ,поселение Щаповское,деревня Троицкое,ООО «АЗС-Регион»,12.09.2013,37.425989153,55.391235658
65,4539548,Автомобильная заправочная станция № 11 «ОЙЛ-ТРАСТ»,АЗС № 11 «ОЙЛ-ТРАСТ»,Западный административный округ,район Очаково-Матвеевское,"52-й километр Московской Кольцевой Автодороги, владение 4",ООО «ОЙЛ-ТРАСТ»,26.09.2013,37.401775714,55.700518202
66,4539549,"Автомобильная заправочная станция «Интертрест-Ойл» на 53-м километре Московской Кольцевой Автодороги, владение 6Б","АЗС «Интертрест-Ойл» на 53-м километре Московской Кольцевой Автодороги, владение 6Б",Западный административный округ,Можайский район,"53-й километр Московской Кольцевой Автодороги, владение 6Б",ООО «Интертрест-Ойл»,26.09.2013,37.39460262,55.706562999
70,4539550,Автомобильная заправочная станция «Спрут» в деревне Ясенки,АЗС «Спрут» в деревне Ясенки,Троицкий административный округ,поселение Вороновское,деревня Ясенки,ООО «Спрут»,08.10.2013,37.117947533,55.273968414
73,4539551,Автомобильная заправочная станция № 5 «Меркурий»,АЗС № 5 «Меркурий»,Северо-Западный административный округ,район Южное Тушино,"Походный проезд, дом 12",ЗАО фирма «Меркурий»,07.11.2013,37.415855028,55.837607209
74,4539552,Автомобильная заправочная станция № 4 «Меркурий»,АЗС № 4 «Меркурий»,Северо-Западный административный округ,район Южное Тушино,"Строительный проезд, дом 6, строение 1",ЗАО фирма «Меркурий»,07.11.2013,37.429149101,55.83857516
77,4539553,Автомобильная заправочная станция № 6 «Меркурий»,АЗС № 6 «Меркурий»,Северо-Западный административный округ,район Митино,"улица Барышиха, владение 3",ЗАО фирма «Меркурий»,12.11.2013,37.36929625,55.840231096
81,4539554,Автомобильная заправочная станция № 5 «Компания ТРАССА»,АЗС № 5 «Компания ТРАССА»,Новомосковский административный округ,поселение Московский,38-й километр Киевского шоссе,ООО «Компания ТРАССА»,14.04.2017,37.174963327,55.56449084
84,4539555,Автомобильная заправочная станция № 33 «Компания ТРАССА»,АЗС № 33 «Компания ТРАССА»,Троицкий административный округ,поселение Краснопахорское,деревня Софьино,ООО «Компания ТРАССА»,17.12.2013,37.33114951,55.432856749
85,4539556,"Автомобильная заправочная станция «МАС» на проспекте Вернадского, владение 10А","АЗС «МАС» на проспекте Вернадского, владение 10А",Западный административный округ,район Раменки,"проспект Вернадского, владение 10А",ООО «МАС»,14.01.2014,37.518591615,55.688101257
95,4539557,Автомобильная заправочная станция № 28 «Татнефть-АЗС-Запад»,АЗС № 28 «Татнефть-АЗС-Запад»,Западный административный округ,Можайский район,"Рябиновая улица, дом 12",ООО «Татнефть-АЗС-Запад»,04.09.2020,37.422375764,55.714896317
102,4539558,Автомобильная заправочная станция № 263 «Татнефть-АЗС-Запад»,АЗС № 263 «Татнефть-АЗС-Запад»,Юго-Восточный административный округ,район Печатники,"1-й Угрешский проезд, владение 10",ООО «Татнефть-АЗС-Запад»,06.03.2014,37.689977807,55.716853219
106,4539559,Многофункциональный автомобильный заправочный комплекс «Рублевская» «Петрол Комплекс Эквипмент Кампани»,МАЗК «Рублевская» «Петрол Комплекс Эквипмент Кампани»,Западный административный округ,район Крылатское,"60-й километр Московской Кольцевой Автодороги, владение 4Б",ЗАО «Петрол Комплекс Эквипмент Кампани»,11.03.2014,37.37124599,55.767325757
107,4539560,Многофункциональный автомобильный заправочный комплекс «Химки» «Петрол Комплекс Эквипмент Кампани»,МАЗК «Химки» «Петрол Комплекс Эквипмент Кампани»,Северо-Западный административный округ,район Северное Тушино,"74-й километр Московской Кольцевой Автодороги, владение 5",ЗАО «Петрол Комплекс Эквипмент Кампани»,11.03.2014,37.428931866,55.87732681
111,4539561,Автомобильная заправочная станция № 83 «Татнефть-АЗС-Запад»,АЗС № 83 «Татнефть-АЗС-Запад»,Восточный административный округ,район Гольяново,"Щёлковское шоссе, дом 93А",ООО «Татнефть-АЗС-Запад»,12.03.2014,37.827753876,55.81353217
113,4539562,Многофункциональный автомобильный заправочный комплекс «Донская» «Петрол Комплекс Эквипмент Кампани»,МАЗК «Донская» «Петрол Комплекс Эквипмент Кампани»,Южный административный округ,Донской район,"Загородное шоссе, дом 2Б",ЗАО «Петрол Комплекс Эквипмент Кампани»,13.03.2014,37.605166887,55.701448257
115,4539563,Многофункциональный автомобильный заправочный комплекс «Беляево» «Петрол Комплекс Эквипмент Кампани»,МАЗК «Беляево» «Петрол Комплекс Эквипмент Кампани»,Юго-Западный административный округ,район Коньково,"Профсоюзная улица, дом 67А",ЗАО «Петрол Комплекс Эквипмент Кампани»,13.03.2014,37.534423511,55.650346649
119,4539564,"Автомобильная заправочная станция «Ойл Сити» на Новосущёвской улице, владение 5, строение 1","АЗС «Ойл Сити» на Новосущёвской улице, владение 5, строение 1",Центральный административный округ,Тверской район,"Новосущёвская улица, владение 5, строение 1",ООО «Ойл Сити»,08.04.2014,37.604294798,55.783603257
121,4539565,Автомобильная заправочная станция № 5 «Транссервис-А.С.»,АЗС № 5 «Транссервис-А.С.»,Центральный административный округ,Таганский район,"Гончарная набережная, владение 9, строение 2",ООО «Транссервис-А.С.»,15.04.2014,37.648676595,55.737481614
129,4539566,"Автомобильная заправочная станция № 1 «ПЕТРОЛ РЕСУРС» на Саввинской набережной, дом 7А","АЗС № 1 «ПЕТРОЛ РЕСУРС» на Саввинской набережной, дом 7А",Центральный административный округ,район Хамовники,"Саввинская набережная, дом 7А",ООО «ПЕТРОЛ РЕСУРС»,10.06.2014,37.569597521,55.737680806
131,4539567,"Автомобильная заправочная станция № 1 «ТСК-МАКС» на Балаклавском проспекте, владение 11","АЗС № 1 «ТСК-МАКС» на Балаклавском проспекте, владение 11",Южный административный округ,район Чертаново Северное,"Балаклавский проспект, владение 11",ЗАО «ТСК -МАКС»,19.06.2014,37.593407299,55.641281563
133,4539568,"Автомобильная заправочная станция «Академавтотранс» на улице Вавилова, дом 21","АЗС «Академавтотранс» на улице Вавилова, дом 21",Юго-Западный административный округ,Академический район,"улица Вавилова, дом 21",ФГБУ ПОАТ УД РАН «Академавтотранс»,01.07.2014,37.576334087,55.699822114
136,4539569,Автомобильная заправочная станция № 125 ООО «Интертрест-Ойл» на Московской кольцевой автомобильной дороге 53 километр,АЗС № 125 ООО «Интертрест-Ойл» на Московской кольцевой автомобильной дороге 53 километр,Западный административный округ,Можайский район," Московская кольцевая автомобильная дорога, 53 километр",ООО «Интертрест-Ойл»,14.08.2014,37.393784792,55.706793341
141,4539570,"Автомобильная заправочная станция «ТрансАЗС» на 1-м Красногвардейском проезде, дом 4А","АЗС «ТрансАЗС» на 1-м Красногвардейском проезде, дом 4А",Центральный административный округ,Пресненский район,"1-й Красногвардейский проезд, дом 4А",ЗАО «ТрансАЗС»,11.09.2014,37.547440629,55.755205568
143,4539571,"Автомобильная заправочная станция «Сети» на Южнопортовой улице, владение 17Д, строение 1","АЗС «Сети» на Южнопортовой улице, владение 17Д, строение 1",Юго-Восточный административный округ,район Печатники,"Южнопортовая улица, владение 17Д, строение 1",ЗАО «Сети»,30.09.2014,37.702893735,55.704334276
144,13409149,"Автомобильная заправочная станция № 12 «РН-Москва» на улице Айвазовского, владение 2А","АЗС № 12 «РН-Москва» на улице Айвазовского, владение 2А",Юго-Западный административный округ,район Ясенево,"улица Айвазовского, владение 2А",ОАО «РН-Москва»,06.11.2014,37.542823371,55.620013354
145,13532286,"Автомобильная заправочная станция «Интернешнл Петролиум Сервис» на улице Борисовские пруды, дом 1Г, сооружение 1","АЗС «Интернешнл Петролиум Сервис» на улице Борисовские пруды, дом 1Г, сооружение 1",Южный административный округ,район Москворечье-Сабурово,"улица Борисовские пруды, дом 1Г, сооружение 1",ООО «Интернешнл Петролиум Сервис»,06.11.2014,37.704242109,55.636114597
146,13532290,"Автомобильная заправочная станция «Фортекс» на Сетуньском 1-м проезде, корпус 2, строение 1","АЗС «Фортекс» на Сетуньском 1-м проезде, корпус 2, строение 1",Западный административный округ,район Раменки,"Сетуньский 1-й проезд, корпус 2, строение 1",ООО «Фортекс»,13.11.2014,37.542628462,55.731795464
147,13532292,"Автомобильная заправочная станция «Фортекс» на Алтуфьевском шоссе, владение 77Б","АЗС «Фортекс» на Алтуфьевском шоссе, владение 77Б",Северо-Восточный административный округ,Алтуфьевский район,"Алтуфьевское шоссе, владение 77Б",ООО «Фортекс»,13.11.2014,37.585928632,55.877089091
148,13532294,"Автомобильная заправочная станция «Влата» на Ореховом бульваре, дом 27, корпус 1","АЗС «Влата» на Ореховом бульваре, дом 27, корпус 1",Южный административный округ,район Зябликово," Ореховый бульвар, дом 27, корпус 1",ЗАО «Влата»,14.11.2014,37.731034715,55.613544342
149,13532297,"Автомобильная заправочная станция «Спурт-94» на улице Барышиха, владение 41","АЗС «Спурт-94» на улице Барышиха, владение 41",Северо-Западный административный округ,район Митино,"улица Барышиха, владение 41",ЗАО «Спурт-94»,02.12.2014,37.341631885,55.853565481
150,13532301,"Автомобильная заправочная станция «Фирма «Интероргсинтез» на Лианозовском проезде, владение 12","АЗС «Фирма «Интероргсинтез» на Лианозовском проезде, владение 12",Северо-Восточный административный округ,район Лианозово,"Лианозовский проезд, владение 12",ООО «Фирма «Интероргсинтез»,09.12.2014,37.54579476,55.90089974
151,13532307,"Автомобильная заправочная станция «Компания «Лема» на 67-м километре Московской Кольцевой Автодороги, дом 7","АЗС «Компания «Лема» на 67-м километре Московской Кольцевой Автодороги, дом 7",Северо-Западный административный округ,район Митино,"67-й километр Московской Кольцевой Автодороги, дом 7",ЗАО «Компания «Лема»,16.12.2014,37.394330013,55.835029908
152,13532310,"Автомобильная заправочная станция «ЛУКХАУС» на Каширском шоссе, владение 23А","АЗС «ЛУКХАУС» на Каширском шоссе, владение 23А",Южный административный округ,район Нагатино-Садовники,"Каширское шоссе, владение 23А",ООО «ЛУКХАУС»,02.04.2021,37.640710653,55.659055625
153,13894329,"Автомобильная заправочная станция «АрфаПлюс» на 74-м километре Московской Кольцевой Автодороги, владение 4","АЗС «АрфаПлюс» на 74-м километре Московской Кольцевой Автодороги, владение 4",Северо-Западный административный округ,район Куркино,"74-й километр Московской Кольцевой Автодороги, владение 4",ООО «АрфаПлюс»,26.02.2019,37.424261659,55.876013128
154,13894330,"Автомобильная заправочная станция «Комплект-Ойл» на 1-м километре Симферопольского шоссе, дом 1","АЗС «Комплект-Ойл» на 1-м километре Симферопольского шоссе, дом 1",Юго-Западный административный округ,район Южное Бутово,"1-й километр Симферопольского шоссе, дом 1",ООО «Комплект-Ойл»,26.03.2015,37.575509171,55.512687088
155,13894342,Автомобильная заправочная станция «ЛатрансКо» в поселке Шишкин Лес,АЗС «ЛатрансКо» в поселке Шишкин Лес,Троицкий административный округ,поселение Михайлово-Ярцевское,поселок Шишкин Лес,ООО «ЛатрансКо»,02.04.2015,37.190919487,55.416055601
156,14154623,Автомобильная заправочная станция «Ресурс-Трейдинг» в городе Троицк на 41-м километре Калужского шоссе,АЗС «Ресурс-Трейдинг» в городе Троицк на 41-м километре Калужского шоссе,Троицкий административный округ,поселение Троицк,"город Троицк, 41-й километр Калужского шоссе",ООО «Ресурс-Трейдинг»,23.04.2015,37.300969437,55.464589828
157,14154627,"Автомобильная заправочная станция «Шелл Нефть» на улице Привольная, дом 70","АЗС «Шелл Нефть» на улице Привольная, дом 70",Юго-Восточный административный округ,район Выхино-Жулебино,"улица Привольная, дом 70",ООО «Шелл Нефть»,28.04.2015,37.853982524,55.678246516
158,14154628,"Автомобильная заправочная станция «Шелл Нефть» на Лермонтовском проспекте, владение 151-157","АЗС «Шелл Нефть» на Лермонтовском проспекте, владение 151-157",Юго-Восточный административный округ,район Выхино-Жулебино,"Лермонтовский проспект, владение 151-157",ООО «Шелл Нефть»,28.04.2015,37.8574141,55.700964851
159,14154629,"Автомобильная заправочная станция «Шелл Нефть» на улице Привольной, дом 4, корпус 2","АЗС «Шелл Нефть» на улице Привольной, дом 4, корпус 2",Юго-Восточный административный округ,район Выхино-Жулебино,"улица Привольная, дом 4, корпус 2",ООО «Шелл Нефть»,28.04.2015,37.840058577,55.702766957
160,14154630,"Автомобильная заправочная станция «Шелл Нефть» на улице Каскадной, владение 21","АЗС «Шелл Нефть» на улице Каскадной, владение 21",Восточный административный округ,район Косино-Ухтомский,"улица Каскадная, владение 21",ООО «Шелл Нефть»,28.04.2015,37.871282132,55.708591685
161,14154633,"Автомобильная заправочная станция «Шелл Нефть» на Аминьевском шоссе, владение 33","АЗС «Шелл Нефть» на Аминьевском шоссе, владение 33",Западный административный округ,Можайский район,"Аминьевское шоссе, владение 33",ООО «Шелл Нефть»,30.04.2015,37.450199423,55.718923901
162,14154635,"Автомобильная заправочная станция «Шелл Нефть» на Ленинградском шоссе, владение 227","АЗС «Шелл Нефть» на Ленинградском шоссе, владение 227",Северный административный округ,Молжаниновский район,"Ленинградское шоссе, владение 227",ООО «Шелл Нефть»,30.04.2015,37.365330521,55.939438222
163,14154643,"Автомобильная заправочная станция «Шелл Нефть» на Сельскохозяйственной улице, дом 40","АЗС «Шелл Нефть» на Сельскохозяйственной улице, дом 40",Северо-Восточный административный округ,район Свиблово,"Сельскохозяйственная улица, дом 40",ООО «Шелл Нефть»,05.05.2015,37.627445266,55.848225398
164,14154644,"Автомобильная заправочная станция «Шелл Нефть» на Большой Оленьей улице, владение 18","АЗС «Шелл Нефть» на Большой Оленьей улице, владение 18",Восточный административный округ,район Сокольники,"Большая Оленья улица, владение 18",ООО «Шелл Нефть»,05.05.2015,37.690061718,55.811504336
165,14154645,"Автомобильная заправочная станция «Шелл Нефть» в Юрьевском переулке, дом 17, владение 1","АЗС «Шелл Нефть» в Юрьевском переулке, дом 17, владение 1",Юго-Восточный административный округ,район Лефортово,"Юрьевский переулок, дом 17, владение 1",ООО «Шелл Нефть»,05.05.2015,37.718832801,55.763337962
166,14154646,"Автомобильная заправочная станция «Шелл Нефть» на Каширском шоссе, владение 150","АЗС «Шелл Нефть» на Каширском шоссе, владение 150",Южный административный округ,район Орехово-Борисово Южное,"Каширское шоссе, владение 150",ООО «Шелл Нефть»,07.05.2015,37.72640967,55.594096147
167,14154647,"Автомобильная заправочная станция «Шелл Нефть» на улице Марьинский парк, дом 12","АЗС «Шелл Нефть» на улице Марьинский парк, дом 12",Юго-Восточный административный округ,район Марьино,"улица Марьинский парк, дом 12",ООО «Шелл Нефть»,07.05.2015,37.780934771,55.660519113
168,14154648,"Автомобильная заправочная станция «Шелл Нефть» на улице Перерва, дом 65, строение 1","АЗС «Шелл Нефть» на улице Перерва, дом 65, строение 1",Юго-Восточный административный округ,район Марьино,"улица Перерва, дом 65, строение 1",ООО «Шелл Нефть»,07.05.2015,37.766262255,55.667466545
169,14154649,"Автомобильная заправочная станция «Шелл Нефть» на Волгоградском проспекте, владение 79, строение 1","АЗС «Шелл Нефть» на Волгоградском проспекте, владение 79, строение 1",Юго-Восточный административный округ,район Текстильщики,"Волгоградский проспект, владение 79, строение 1",ООО «Шелл Нефть»,07.05.2015,37.744321889,55.7087124
171,14155100,"Автомобильная заправочная станция «Опора» в городе Троицк, микрорайон В, дом 63","АЗС «Опора» в городе Троицк, микрорайон В, дом 63",Троицкий административный округ,поселение Троицк,"город Троицк, микрорайон В, дом 63",ООО «Опора»,26.05.2016,37.296688071,55.492873422
172,14155102,Автомобильная заправочная станция «РН-Москва» на 41-м километре Калужского шоссе,АЗС «РН-Москва» на 41-м километре Калужского шоссе,Троицкий административный округ,поселение Троицк,41-й километр Калужского шоссе,ОАО «РН-Москва»,19.05.2015,37.300975382,55.464579791
173,14155103,"Автомобильная заправочная станция «Филатов В.А.» в Зеленограде, на Заводской улице, дом 38","АЗС «Филатов В.А.» в Зеленограде, на Заводской улице, дом 38",Зеленоградский административный округ,район Крюково,"Зеленоград, Заводская улиц, дом 38",ИП «Филатов В.А.»,20.05.2015,37.183353163,55.972870114
174,14155112,"Автомобильная заправочная станция «ТК Нефтепродуктсервис» на Осташковской улице, владение 18А","АЗС «ТК Нефтепродуктсервис» на Осташковской улице, владение 18А",Северо-Восточный административный округ,Лосиноостровский район,"Осташковская улица, владение 18А",ООО «ТК Нефтепродуктсервис»,22.05.2015,37.675975867,55.883044684
175,14155115,"Автомобильная заправочная станция «НБА-Северо-Запад» на Полярной улице, владение 37В","АЗС «НБА-Северо-Запад» на Полярной улице, владение 37В",Северо-Восточный административный округ,район Северное Медведково,"Полярная улица, владение 37В",ООО «НБА-Северо-Запад»,22.05.2015,37.64493235,55.890456343
176,14155117,"Автомобильная заправочная станция «ТрансАЗС» на Полярном проезде, владение 4А","АЗС «ТрансАЗС» на Полярном проезде, владение 4А",Северо-Восточный административный округ,район Северное Медведково,"Полярный проезд, владение 4А",ЗАО «ТрансАЗС»,22.05.2015,37.630185987,55.889113321
177,14155120,"Автомобильная заправочная станция «ЕКА-АЗС» на Сокольнической 5-й улице, владение 16А","АЗС «ЕКА-АЗС» на Сокольнической 5-й улице, владение 16А",Восточный административный округ,район Сокольники,"Сокольническая 5-я улица, владение 16А",ООО «ЕКА-АЗС»,25.05.2015,37.689535066,55.7861261
178,14155122,"Автомобильная заправочная станция «Сервис ФСП» на Краснобогатырской улице, владение 22","АЗС «Сервис ФСП» на Краснобогатырской улице, владение 22",Восточный административный округ,район Богородское,"Краснобогатырская улица, владение 22",ООО «Сервис ФСП»,25.05.2015,37.6983848,55.811823448
179,14155124,"Автомобильная заправочная станция «Долус» на Большой Косинской улице, владение 1Г","АЗС «Долус» на Большой Косинской улице, владение 1Г",Восточный административный округ,район Косино-Ухтомский,"Большая Косинская улица, владение 1Г",ЗАО «Долус»,18.12.2020,37.850411273,55.711294992
180,14155126,"Автомобильная заправочная станция «УК НИКОЙЛ» на Шоссейной улице, дом 88","АЗС «УК НИКОЙЛ» на Шоссейной улице, дом 88",Юго-Восточный административный округ,район Печатники,"Шоссейная улица, дом 88",ООО «УК НИКОЙЛ»,16.05.2017,37.71981924,55.666517126
181,14155135,"Автомобильная заправочная станция «Механизация-2» на Южнопортовой улице, дом 17","АЗС «Механизация-2» на Южнопортовой улице, дом 17",Юго-Восточный административный округ,район Печатники,"Южнопортовая улица, дом 17",ОАО «Механизация-2»,26.05.2015,37.702885055,55.704320476
182,14155137,"Автомобильная заправочная станция «АРС» на улице Садовники, дом 11А, строение 1","АЗС «АРС» на улице Садовники, дом 11А, строение 1",Южный административный округ,район Нагатино-Садовники,"улица Садовники, дом 11А, строение 1",ООО «АРС»,18.08.2017,37.656454703,55.674156174
183,14155138,"Автомобильная заправочная станция «НБА-Северо-Запад» на проспекте Андропова, дом 9, строение 1","АЗС «НБА-Северо-Запад» на проспекте Андропова, дом 9, строение 1",Южный административный округ,район Нагатинский Затон,"проспект Андропова, дом 9, строение 1",ООО «НБА-Северо-Запад»,27.05.2015,37.666933259,55.689129288
184,14155139,"Автомобильная заправочная станция «ЕКА-АЗС» на улице Подольских курсантов, владение 26А","АЗС «ЕКА-АЗС» на улице Подольских курсантов, владение 26А",Южный административный округ,район Бирюлёво Западное,"улица Подольских курсантов, владение 26А",ООО «ЕКА-АЗС»,27.05.2015,37.630013191,55.593409183
185,14155140,"Автомобильная заправочная станция «Фортекс» на улице Обручева, дом 50","АЗС «Фортекс» на улице Обручева, дом 50",Юго-Западный административный округ,район Коньково,"улица Обручева, дом 50",ООО «Фортекс»,21.11.2017,37.559048979,55.649968921
186,14155141,"Автомобильная заправочная станция «НБА-Северо-Запад» на улице Обручева, дом 25А","АЗС «НБА-Северо-Запад» на улице Обручева, дом 25А",Юго-Западный административный округ,Обручевский район,"улица Обручева, дом 25А",ООО «НБА-Северо-Запад»,28.05.2015,37.536451689,55.656446226
